Sum_uniform_1;Sum_uniform_2;Sum_uniform_10;Sum_uniform_100;Sum_exponential_1;Sum_exponential_2;Sum_exponential_10;Sum_exponential_100;Sum_lorentzian_1;Sum_lorentzian_2;Sum_lorentzian_10;Sum_lorentzian_100
0.721584;0.119111;0.482244;0.51677;0.912317;1.71576;0.798987;0.957232;-1.0098;-1.01001;-1.20295;0.910363
0.758309;0.546599;0.48377;0.473696;0.596703;1.70927;1.37971;0.999347;-0.013166;-0.200473;-59.7543;1.2182
0.887488;0.657154;0.50611;0.498744;0.444726;1.64078;0.853153;0.992572;-1.99134;0.486508;20.6693;0.142216
0.793687;0.831621;0.553466;0.544829;0.331077;0.699669;0.837857;1.10138;1.46203;0.58128;-0.572648;0.131084
0.565043;0.306907;0.613463;0.430078;1.19834;0.818117;1.18176;0.929675;0.330677;0.76672;0.398469;-0.000202663
0.742493;0.0505234;0.505934;0.52145;1.03975;0.298803;0.733151;0.897337;-4890.76;0.487718;0.0508492;0.827642
0.656518;0.624803;0.516452;0.556378;0.351494;1.66268;0.626054;0.940015;0.545425;-1.02612;0.507023;8.19954
0.624291;0.52587;0.4448;0.477027;0.997003;0.876328;1.14075;0.823925;-2.76623;1.49642;-0.596891;6.59165
0.811177;0.385875;0.679735;0.549712;0.524305;0.679939;0.795231;1.08192;5.70693;1.13314;-0.983271;-3.29568
0.714217;0.453087;0.457306;0.544883;2.01941;0.252449;0.523856;0.930641;2.63234;-2.6481;1.57148;0.160364
0.189353;0.0468371;0.416188;0.522954;3.48788;0.123112;0.977964;1.05185;-0.985815;0.767868;2.6502;0.162845
0.331877;0.664049;0.404709;0.458223;1.95117;0.716562;0.947604;0.900038;1.36099;-0.134477;-0.632848;7.20641
0.950338;0.39708;0.45454;0.504342;0.96271;1.07061;0.74533;1.03853;-1.96718;3.2465;2.25227;-0.65346
0.538703;0.277126;0.281809;0.475227;0.3411;0.544859;1.07748;1.05197;0.126821;-0.104982;0.964125;3.01703
0.375554;0.424081;0.523659;0.487221;1.08735;0.561743;0.66223;1.11817;-1.75594;0.310828;0.533321;-3.05618
0.182797;0.843785;0.461058;0.501607;0.00860976;0.301582;0.78027;1.04754;-0.236836;0.383297;5.00494;-11.8199
0.0363917;0.338812;0.480164;0.548552;0.234129;1.79442;0.903719;0.925273;-9.72735;-4.65727;-0.862021;-0.318145
0.326359;0.578956;0.489025;0.539113;0.230618;0.936979;0.929651;1.06669;0.0397384;-0.483411;0.503134;-0.868381
0.469377;0.596334;0.531726;0.553325;0.734609;0.340238;1.2776;1.10936;0.336335;-1.96781;0.40893;0.461797
0.0528965;0.379804;0.522117;0.519575;0.841008;0.581088;1.13138;1.04581;3.20603;3.75836;-1.85623;-2.20666
0.03444;0.555999;0.545696;0.510667;0.346097;0.586731;0.864164;0.859842;0.304892;-1.6566;-1.3983;-0.842534
0.226655;0.638449;0.560971;0.470165;0.186575;1.50223;0.99097;0.905934;-4.12686;0.202337;0.48834;-1.03318
0.117887;0.541315;0.437217;0.530966;0.0169519;1.12584;0.822991;1.00862;-0.262912;-2.17502;0.67526;0.694215
0.129179;0.31874;0.343209;0.466641;1.08639;0.538869;1.375;0.993757;-0.527659;0.374112;14.6869;13.7418
0.20123;0.305835;0.445506;0.50197;0.0654232;0.37189;1.16549;0.967596;-14.0953;0.173404;0.000384074;0.274699
0.55524;0.313688;0.543861;0.567452;0.647546;1.15516;0.569283;0.920858;1.00909;0.774993;17.9088;-1.59712
0.00272278;0.549961;0.462165;0.455398;0.494923;1.41548;0.841545;0.969532;9.89321;0.426856;0.631372;-0.560516
0.464306;0.583812;0.561057;0.472653;0.226929;0.662868;0.395683;1.04456;1.57717;-0.158865;1.38844;0.853308
0.406665;0.363769;0.589067;0.54419;2.72767;0.391071;1.32853;1.01376;-2.40378;-0.884292;-1.91137;0.0402222
0.9404;0.290573;0.468186;0.487687;2.59177;0.675785;0.99468;0.881181;0.348155;-1.16958;-0.0108812;1.65259
0.796017;0.42933;0.681067;0.484129;0.340768;0.218134;1.5626;0.968056;3.01559;-4.601;-0.951409;-0.381616
0.316772;0.313695;0.616882;0.483188;0.678492;1.22375;0.684021;1.09118;0.922753;-1.55095;-0.93751;1.80901
0.276452;0.576946;0.463472;0.492143;0.414899;1.58534;0.804509;0.989507;-0.0104638;-2.26523;3.29748;0.117255
0.762162;0.844418;0.389671;0.468035;0.728633;0.549275;0.586609;1.0081;0.201195;-0.308193;-0.465279;0.610302
0.191122;0.364812;0.486372;0.507214;1.10035;0.814117;0.959983;1.03961;-0.70356;0.519477;0.841521;-3.16949
0.128552;0.284132;0.426042;0.513998;1.19383;0.650017;0.67297;1.05786;-0.0313013;-0.128181;-0.505532;0.683957
0.540384;0.690189;0.355447;0.478389;0.570506;1.64793;1.67932;1.19947;0.55754;-0.582382;1.7072;-0.536345
0.507188;0.492355;0.367871;0.516411;1.25805;1.18029;0.520629;1.03975;-0.36614;0.759175;-0.626211;-0.15117
0.1087;0.428839;0.517365;0.488;0.0152704;0.228129;1.46927;0.929567;-0.478705;1.07471;-0.00484063;0.773839
0.227309;0.500063;0.663735;0.44638;0.589726;1.88257;1.06254;0.937297;-0.450521;3.11108;0.418954;0.63215
0.353772;0.562554;0.420153;0.536787;0.5238;1.95002;1.11468;1.01556;-3.3197;18.7641;-0.129585;0.15114
0.937103;0.552011;0.39841;0.486153;1.0803;1.11753;1.25991;1.02884;1.16801;-1.82872;1.40194;-0.548978
0.659979;0.453741;0.645581;0.461209;0.12239;0.943959;0.983224;1.03699;-1.37568;0.875656;3.52207;0.337484
0.600722;0.620253;0.422961;0.530359;0.492372;0.675722;1.17218;0.955581;0.216339;-0.425632;4.20736;3.05012
0.123018;0.56047;0.639514;0.461824;1.36288;0.264055;0.591597;1.13814;0.376284;-1.4791;3.82215;2.87845
0.797921;0.133714;0.389065;0.521922;0.792314;1.40095;0.854873;1.17285;-32.123;2.85945;-1.93024;0.514768
0.338997;0.0918677;0.552875;0.465225;0.764943;0.755526;0.875621;0.831782;-0.901853;-0.880541;0.489913;5.48236
0.304051;0.325627;0.462726;0.512539;0.894306;0.371906;0.783625;1.04739;7.20985;-0.304609;-4.61832;0.626183
0.668515;0.456441;0.543303;0.500583;6.02932;1.82248;1.50256;1.17445;-4.89326;-0.838305;2.40918;-3.118
0.783439;0.480145;0.519124;0.503726;0.837361;0.829584;1.04711;1.06204;-0.311215;0.882292;10.6496;-0.393653
0.3883;0.866569;0.4562;0.495474;0.185814;0.362248;1.00101;1.03418;-1.77519;1.3075;-20.7144;0.703125
0.875059;0.566733;0.40111;0.545509;0.370542;0.719088;0.730104;0.864118;-2.07049;0.298889;1.26026;-0.138816
0.713437;0.580275;0.471653;0.534243;2.14302;0.589985;1.31128;0.922357;0.862152;-0.813903;6.79435;8.07868
0.674181;0.829105;0.54567;0.545933;0.60912;1.97118;1.08238;0.944571;2.01003;1.14149;22.8848;6.22736
0.917968;0.37309;0.526166;0.485753;1.0082;0.492939;1.00175;0.8269;-1.62046;19.0331;0.395552;1.29471
0.40814;0.32499;0.419618;0.495681;0.0514817;0.717467;1.00479;0.90124;2.43432;0.599256;10.4815;-1.26663
0.666114;0.262727;0.438168;0.545967;0.150184;0.46119;0.674484;0.942189;-9.13033;0.14822;-0.0177061;3.11496
0.0427567;0.111771;0.419651;0.468144;3.37493;1.0128;0.731563;0.898698;1.96398;0.808352;1.33034;-1.52273
0.642261;0.518902;0.514372;0.514399;1.66319;1.46937;0.869067;1.1321;-1.10457;5.47251;4.1215;-6.87754
0.265938;0.596558;0.431888;0.526426;0.289848;0.609716;0.986051;1.08995;3.33285;0.811318;-1.63617;0.776364
0.593749;0.279471;0.508245;0.462065;0.106655;1.09779;1.83563;1.08156;-0.836972;0.235457;-26.7512;-2.1296
0.152361;0.310547;0.548828;0.474814;0.371735;1.42109;0.365988;0.943543;1.32224;-2.35568;0.269967;0.698635
0.924232;0.298471;0.547503;0.512165;0.0716882;1.08356;1.34646;0.970838;1.66498;1.95327;-0.434222;1.42504
0.584638;0.756938;0.431587;0.493389;2.30982;0.0424396;1.03575;0.933176;-1.04485;-5.01064;35.6666;2.05371
0.949207;0.546238;0.437706;0.453304;0.563073;0.175739;0.870812;0.809727;2.35595;39.4119;-0.792744;-0.359066
0.151972;0.687309;0.493895;0.510483;1.965;0.645277;0.678133;1.05899;0.85665;-0.58971;0.398788;-0.148336
0.985176;0.577928;0.564155;0.458682;1.53278;3.05665;0.899773;0.914888;0.502536;0.394175;-0.0894917;-0.163363
0.27989;0.788586;0.571039;0.578858;0.863548;0.82964;1.00328;1.02897;8.65227;-0.171297;2.35721;-4.08092
0.950077;0.233948;0.522298;0.493239;0.713976;1.90902;1.17812;1.03291;-0.354279;-1.13703;-70.0039;1.35463
0.333182;0.354594;0.508309;0.487497;1.17599;1.57564;1.45701;0.997533;-0.130984;0.418607;1.98321;0.189895
0.847824;0.220567;0.463286;0.484377;1.173;0.861412;0.889078;0.937591;0.0317649;1.28441;-2.39877;0.226822
0.924314;0.553066;0.43382;0.52206;0.834031;0.748955;0.95232;1.13034;0.133405;-0.0809545;0.587657;-4.37344
0.115876;0.265632;0.489093;0.460437;0.981527;1.70319;0.769966;1.00149;0.606664;-0.940282;-1.52155;-3.07416
0.971477;0.298978;0.431551;0.4731;2.45496;0.591018;1.04328;1.10939;0.086429;-9.66469;-0.0797136;-0.800791
0.951085;0.614577;0.601205;0.484726;0.213802;0.728719;0.697274;1.1826;3.98382;-3.06534;1.11691;1.08731
0.10362;0.36347;0.45132;0.52226;1.48078;0.276826;1.03568;1.00625;-0.166744;0.470925;-15.5645;-0.121835
0.0969716;0.324896;0.516291;0.501477;1.27172;2.61901;0.752187;0.88701;-0.269459;0.599145;0.282766;0.715308
0.510107;0.477612;0.319796;0.502756;0.482603;0.427682;1.24026;0.996862;-1.20357;1.99196;-2.12856;1.27678
0.917496;0.76988;0.516938;0.513716;0.268631;1.81823;0.773291;0.831241;-1.36001;-0.207102;-0.651275;0.537028
0.344377;0.562076;0.574959;0.501534;0.470185;2.06156;1.13823;1.11356;20.0308;-21.0283;0.209343;-0.242352
0.985916;0.548663;0.398383;0.521599;0.274943;1.0101;1.45116;0.958709;1.23857;-0.588738;-1.33595;0.705984
0.906995;0.49562;0.347158;0.466599;0.202665;0.239962;1.34412;1.07245;-1.45578;0.897404;-0.846235;0.695829
0.0961431;0.631408;0.583823;0.523395;3.30741;0.600984;0.894299;0.90468;0.471992;-0.359048;4.97006;-6.48598
0.838807;0.632408;0.452453;0.484102;0.830048;1.43225;1.06042;0.838029;-22.9559;2.23211;1.50752;7.91648
0.35271;0.494898;0.479119;0.489863;1.15944;1.19774;1.16742;1.1727;-0.174726;0.293805;0.195689;-2.82457
0.672912;0.633744;0.43492;0.495861;0.428121;0.378166;1.92929;0.742158;-0.161273;1.3655;-0.519398;0.198387
0.0737708;0.61163;0.378095;0.516373;4.02638;0.83725;1.01916;0.861848;-0.449471;0.0205898;-2.26526;-0.290716
0.585922;0.57409;0.368292;0.479085;5.76052;0.584603;0.547529;1.0792;10.0487;0.670579;0.17877;0.0666064
0.510853;0.268958;0.555191;0.525719;6.01582;0.855469;0.770229;0.963371;-0.0585638;-0.564251;0.392677;-0.43653
0.269321;0.132395;0.565351;0.506175;0.122259;0.52693;0.470723;1.11131;2.09531;-1.19543;-14.5122;-1.27641
0.0814197;0.575608;0.623262;0.538163;0.148597;1.10327;0.908314;1.04415;-0.0896579;2.26649;0.901429;0.853022
0.557847;0.343119;0.495253;0.50356;0.147735;0.112932;1.01142;0.920088;-3.74971;-0.417182;0.336259;0.715075
0.37779;0.360238;0.30899;0.513836;0.0794044;0.804671;0.68282;1.22989;2.66546;-1.87414;-1.19611;-0.385244
0.362877;0.14993;0.410952;0.474612;1.4136;0.37252;0.645268;0.900698;-0.88716;-0.892667;0.690381;-3.86761
0.265818;0.617318;0.511981;0.476229;1.09677;1.4571;0.819538;1.01062;2.91264;-0.428183;-0.218844;-7.38206
0.638015;0.609373;0.565539;0.502803;0.281881;0.158112;0.89263;0.81403;-5.01225;0.30106;-1.37849;-0.175682
0.774758;0.783685;0.559291;0.474086;0.680397;1.64173;1.02147;1.16329;-0.00432344;0.178311;5.41941;1.88357
0.17513;0.199731;0.459192;0.517333;1.81172;0.603875;0.646827;1.01074;3.35603;10.2699;5.03125;0.390283
0.192706;0.446467;0.525146;0.47262;0.332005;0.447615;0.708806;0.865189;-0.0967146;-1.58954;-1.1554;3.65892
0.63556;0.407412;0.506807;0.474573;0.49685;1.132;1.15678;0.949154;0.0382291;-1.37957;0.0111527;-0.694192
0.306518;0.538775;0.62418;0.553547;3.75808;0.584049;1.52835;1.09736;0.740552;0.303983;-4.90569;3.00231
0.513823;0.632373;0.536989;0.54474;0.910988;0.50309;0.726939;0.961559;-0.756701;54.7197;-1.20292;-0.603081
0.158377;0.560463;0.360854;0.517058;0.124748;0.619985;0.868797;0.890746;0.6182;0.731195;-0.481156;-2.23918
0.147904;0.45584;0.500126;0.494338;0.520738;0.552773;1.04468;0.985418;3.0261;0.379925;29.0566;5.07802
0.916719;0.691485;0.470987;0.517399;0.683017;0.533615;0.92711;1.08821;2.80244;-0.454819;0.551284;-0.400454
0.688462;0.865884;0.638448;0.520978;0.143015;0.496454;0.994039;1.10207;-0.05562;-1.47867;-0.99537;-3.62379
0.267345;0.606719;0.653895;0.447367;0.988265;1.13927;0.788543;1.03837;0.335462;0.428472;29.9202;-1.05155
0.630232;0.494714;0.503557;0.488285;0.701963;0.275441;1.26077;1.03635;-4.76907;25.1217;8.46346;0.440544
0.831662;0.552771;0.483496;0.485596;1.47933;0.338288;0.807287;1.00876;-0.176047;0.509947;0.356322;-12.2173
0.528452;0.578805;0.533545;0.464691;1.31278;1.11052;0.627598;1.00184;-0.272249;0.307344;2.87182;0.406887
0.555673;0.445884;0.609371;0.504104;0.107456;0.864047;1.08678;1.06559;-0.0106502;0.395759;0.91955;-1.30655
0.163992;0.439708;0.446818;0.481027;1.0337;1.01754;0.950204;1.01063;-0.661343;0.195915;0.000124793;-0.476852
0.542181;0.470039;0.407133;0.452184;1.19126;0.780155;0.897269;0.860901;4.28843;-0.515203;-1.35401;0.55808
0.236551;0.467513;0.484702;0.517884;0.253144;1.41388;0.872964;0.981508;-0.675346;3.46182;1.74307;-0.0296215
0.375082;0.40711;0.592017;0.49628;1.54828;0.929673;1.2644;1.15411;0.372162;-3.41705;-0.886782;4.13505
0.243234;0.975948;0.439195;0.464849;0.16544;0.964299;0.991483;1.09889;0.739963;2.4496;-0.464522;-0.321571
0.544722;0.666045;0.538328;0.504136;0.531653;0.24368;0.68024;1.31796;-0.0387242;0.644267;0.492146;-0.454093
0.392162;0.430944;0.522395;0.519779;1.71907;0.108768;1.13434;0.924204;1.46198;1.38803;2.65107;-1.3872
0.882483;0.0819;0.505779;0.475035;1.67427;1.07292;0.783608;0.882047;0.325687;-0.197461;0.433339;0.181428
0.782783;0.413682;0.444577;0.52739;0.414037;0.604558;1.52863;1.04765;5.18099;-4.13505;0.674139;3.41218
0.239168;0.352654;0.504696;0.506593;1.08862;0.183717;1.11656;1.00385;0.485845;-0.570951;0.128447;0.250471
0.605093;0.682612;0.530155;0.522536;0.618558;0.839188;1.04636;1.09767;0.696343;-1.20854;0.0344398;-2.63611
0.789363;0.733571;0.566154;0.512148;0.0791726;0.589705;1.17939;1.23158;1.26462;-5.27815;-0.411773;1.01765
0.579802;0.202121;0.364217;0.524622;1.03514;0.618729;1.36963;0.952755;-0.793719;0.560111;-1.69423;3.84193
0.289445;0.514831;0.638177;0.491362;0.154336;3.44914;0.943843;1.03095;-5.38116;0.174136;-0.828203;-0.340792
0.116767;0.30151;0.663563;0.515716;0.774022;0.540539;0.902272;1.04334;1.52215;1.95757;-6.01897;2.5449
0.908205;0.504824;0.610782;0.510264;0.428529;1.15957;0.89301;0.96878;-3.05657;4.53743;-1.48595;-0.371131
0.933158;0.44705;0.529538;0.536008;0.246089;2.19722;1.15907;1.18223;-1.21534;5.98863;17.9307;-0.855239
0.176765;0.803232;0.473709;0.505575;0.000519761;0.7565;0.939721;1.02069;-0.0288578;-2.29225;-2.70066;1.66515
0.0270522;0.120204;0.377016;0.476351;0.541443;0.569282;1.38034;0.898057;11.3321;1.23168;0.15828;6.38821
0.787481;0.586381;0.411745;0.511689;0.845132;0.301176;1.25165;1.10219;-8.22085;3.15393;0.755404;2.23314
0.0644457;0.602009;0.544025;0.508719;2.96694;0.11995;1.0388;1.12388;1.84286;-2.21658;-1.93503;0.253944
0.0537989;0.391706;0.611516;0.487361;0.0680066;1.59295;1.42135;0.946904;0.0788665;2.21045;-0.349601;4.63166
0.234265;0.610178;0.456322;0.481519;1.03051;0.366582;0.771605;0.917559;-0.716984;-3.05278;-10.9971;-1.42396
0.557967;0.365131;0.345975;0.49266;0.444702;0.345843;1.03537;1.09829;0.513457;-0.992192;-7.02319;0.850363
0.630908;0.202047;0.424958;0.477768;0.0787444;1.61545;0.480868;1.21388;0.373808;0.262259;5.84565;2.15072
0.437019;0.449008;0.461515;0.485418;0.766628;0.459893;0.894831;0.989873;-3.61812;1.74504;-0.342735;-1.4188
0.0255961;0.561146;0.45433;0.510267;0.597348;0.70124;0.677867;0.785299;0.873431;-0.75526;-0.864386;-2.04795
0.632408;0.80068;0.448193;0.519939;0.109511;1.39297;1.33426;1.17458;1.38956;0.180297;-4.01693;-17.5505
0.932798;0.583307;0.482453;0.508956;0.126655;0.813579;1.6861;1.1351;5.66283;0.289605;4.82157;0.701159
0.00568107;0.541977;0.443873;0.489355;0.945118;0.361884;0.47749;1.0007;-1.27042;-1.36446;-53.2141;2.19081
0.426059;0.362841;0.701083;0.501789;0.105561;0.798749;0.905647;1.08384;-0.00171477;0.456342;0.421771;0.040116
0.125561;0.88467;0.413704;0.496618;1.5877;1.01918;0.620351;1.10513;-0.740953;-5.71166;-2.34451;1.10084
0.573597;0.480881;0.435027;0.49149;0.742005;1.32376;1.1274;0.994458;-0.353086;-1.29507;0.246106;17.1662
0.71779;0.330421;0.350154;0.477677;0.715939;0.395812;0.927306;0.909288;0.0453396;1.4752;-0.406418;0.684966
0.755724;0.58444;0.509149;0.536711;1.59482;1.52474;1.04317;1.06225;-0.702563;0.277543;5.05438;0.691943
0.716117;0.51772;0.536399;0.474015;0.475007;1.5905;0.591848;0.985417;0.517982;5.30172;1.46768;1.15927
0.227562;0.721619;0.497577;0.537156;4.79905;1.47717;0.823918;0.927697;-1.18889;-0.245686;1.02437;4.55015
0.670233;0.331887;0.375007;0.520302;0.194332;0.998674;0.843673;0.967893;0.165949;2.50282;-1.23947;6.44131
0.675733;0.308557;0.519048;0.518367;0.318421;1.13318;0.908657;0.925101;-3.00676;-1.54361;-0.515797;-0.187008
0.486142;0.494287;0.460249;0.486515;0.560684;0.856564;0.801672;0.824075;-0.900118;2.03203;-7.27968;-0.447381
0.920404;0.427785;0.689414;0.482923;1.35121;1.43315;1.21544;0.991654;-6.89225;-1.00356;-0.337664;-1.64529
0.342881;0.827506;0.608793;0.552461;0.518798;1.07697;1.18542;0.9243;1.57717;0.249289;1.16764;-0.424586
0.610643;0.313414;0.628883;0.520944;0.789433;0.456584;1.09129;0.884993;-17.5916;0.709726;0.258506;0.80763
0.283634;0.51622;0.590552;0.536259;0.365017;1.24508;1.26253;0.950971;-0.600143;0.36175;-0.405322;-4.41636
0.669617;0.221667;0.396709;0.503839;0.166111;0.469476;0.821863;1.01407;-0.791421;0.000117214;1.24618;-3.42623
0.951702;0.648027;0.43704;0.466883;1.48118;0.254474;0.665394;0.933457;1.07765;-0.0360303;1.1881;2.29089
0.573755;0.208556;0.326501;0.491363;0.465514;4.67412;0.884627;1.02069;0.770739;3.09144;-2.69603;0.022335
0.00237136;0.261262;0.454182;0.444534;0.564421;1.08256;0.8528;1.17298;0.299597;-0.499572;-1.95482;0.067457
0.513741;0.370478;0.485411;0.533122;0.677185;1.42163;1.59152;0.967509;3.61451;0.210975;-0.951371;-1.32807
0.127125;0.622165;0.523045;0.501113;0.0589467;1.32219;1.35574;1.15656;-0.425194;-3.12933;26.4642;-2.45439
0.817917;0.516152;0.491751;0.511778;0.426595;1.78989;1.17458;0.797255;0.607295;-3.89575;-0.125267;0.649552
0.409034;0.513205;0.516029;0.506748;0.806954;1.10041;0.796279;1.15325;1.95107;-1.71211;-0.514932;-1.5519
0.656145;0.635093;0.697425;0.556283;0.191241;0.459569;1.44569;1.01705;0.605789;1.65589;22.0496;10.3331
0.72036;0.38732;0.455451;0.486861;0.84599;0.37086;0.865166;0.882052;-0.23821;-0.932735;1.14955;-5.05603
0.580197;0.451689;0.36061;0.489564;1.96223;0.125433;1.12367;0.885209;-0.516307;1.8845;1.14617;-0.11857
0.725854;0.715892;0.451795;0.51787;2.36948;0.0681604;0.539484;1.07305;3.8184;-0.53434;2.56146;-1.96799
